last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Scott,Tim,,,,Tim Scott,1965-09-19,M,sen,SC,,3.0,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,217543151.0,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,,S001184,2056.0,N00031782,S365,"H0SC01279,S4SC00240",623506.0,412471,11940.0,Tim Scott,,21173.0,Tim Scott
Sewell,Terri,A.,,,Terri A. Sewell,1965-01-01,F,rep,AL,7.0,,Democrat,https://sewell.house.gov,1035 Longworth House Office Building Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,381152398.0,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,,S001185,1988.0,N00030622,,H0AL07086,623257.0,412396,121621.0,Terri Sewell,,21102.0,Terri Sewell
Sherman,Brad,J.,,,Brad Sherman,1954-10-24,M,rep,CA,32.0,,Democrat,https://sherman.house.gov,2365 Rayburn House Office Building Washington DC 20515-0532,202-225-5911,,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,BradSherman,30216513.0,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,,S000344,1526.0,N00006897,,H6CA24113,45124.0,400371,142.0,Brad Sherman,,29707.0,Brad Sherman
Simpson,Michael,K.,,Mike,Michael K. Simpson,1950-09-08,M,rep,ID,2.0,,Republican,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,76132891.0,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,,S001148,1590.0,N00006263,,H8ID02064,57889.0,400376,2917.0,Michael K. Simpson,,29910.0,Mike Simpson
Smith,Adam,,,,Adam Smith,1965-06-15,M,rep,WA,9.0,,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,58928690.0,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,,S000510,1528.0,N00007833,,H6WA09025,44329.0,400379,845.0,Adam Smith,,29768.0,Adam Smith (Washington politician)
Smith,Adrian,,,,Adrian Smith,1970-12-19,M,rep,NE,3.0,,Republican,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,,http://adriansmith.house.gov/rss.xml,RepAdrianSmith,296245061.0,repadriansmith,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q,,S001172,1860.0,N00027623,,H6NE03115,1022845.0,412217,21284.0,Adrian Smith,,20729.0,Adrian Smith (politician)
Smith,Christopher,H.,,Chris,Christopher H. Smith,1953-03-04,M,rep,NJ,4.0,,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,,http://chrissmith.house.gov/news/rss.aspx,,,RepChrisSmith,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,S000522,1071.0,N00009816,,H8NJ04014,6411.0,400380,26952.0,Chris Smith (New Jersey),,14863.0,Chris Smith (New Jersey politician)
Sánchez,Linda,T.,,,Linda T. Sánchez,1969-01-28,F,rep,CA,38.0,,Democrat,https://lindasanchez.house.gov,2309 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,,http://lindasanchez.house.gov/index.php?format=feed&amp;type=rss,RepLindaSanchez,312134473.0,CongresswomanLindaSanchez,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,,S001156,1757.0,N00024870,,H2CA39078,1003554.0,400355,29674.0,Linda Sánchez,,20310.0,Linda Sánchez
Thompson,Bennie,G.,,,Bennie G. Thompson,1948-01-28,M,rep,MS,2.0,,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,,http://benniethompson.house.gov/index.php?format=feed&amp;type=rss,BennieGThompson,82453460.0,CongressmanBennieGThompson,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw,,T000193,1151.0,N00003288,,H4MS02068,7304.0,400402,26929.0,Bennie Thompson,,29368.0,Bennie Thompson
Thompson,Mike,Michael,,,Mike Thompson,1951-01-24,M,rep,CA,4.0,,Democrat,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0504,202-225-3311,,http://mikethompson.house.gov/news/rss.aspx,RepThompson,303861808.0,RepMikeThompson,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg,@repthompson@mastodon.social,T000460,1593.0,N00007419,,H8CA01109,57872.0,400403,3564.0,Mike Thompson (California),,29901.0,Mike Thompson (California politician)
Thompson,Glenn,,,,Glenn Thompson,1959-07-27,M,rep,PA,15.0,,Republican,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,,http://thompson.house.gov/rss.xml,CongressmanGT,18967498.0,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,,T000467,1952.0,N00029736,,H8PA05071,1031359.0,412317,24046.0,Glenn Thompson (Pennsylvania),,20946.0,Glenn Thompson (politician)
Thune,John,,,,John Thune,1961-01-07,M,sen,SD,,3.0,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,https://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,SenJohnThune,296361085.0,LeaderJohnThune,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,,T000250,1534.0,N00004572,S303,"S2SD00068,H6SD00085",45552.0,400546,398.0,John Thune,,29754.0,John Thune
Tonko,Paul,,,,Paul Tonko,1949-06-18,M,rep,NY,20.0,,Democrat,https://tonko.house.gov,2269 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,,http://tonko.house.gov/rss/press-releases.xml,RepPaulTonko,84119348.0,reppaultonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,,T000469,1942.0,N00030196,,H8NY21203,1031353.0,412319,4403.0,Paul Tonko,,20934.0,Paul Tonko
Turner,Michael,R.,,,Michael R. Turner,1960-01-11,M,rep,OH,10.0,,Republican,https://turner.house.gov,2183 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,,http://turner.house.gov/news/rss.aspx,RepMikeTurner,51228911.0,RepMikeTurner,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,,T000463,1741.0,N00025175,,"H2OH03067,H2OH03091",1003607.0,400411,45519.0,Michael R. Turner,,20342.0,Mike Turner
Van Hollen,Chris,,,,Chris Van Hollen,1959-01-10,M,sen,MD,,3.0,Democrat,https://www.vanhollen.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-4654,https://www.vanhollen.senate.gov/contact/email,,ChrisVanHollen,18137749.0,chrisvanhollen,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ,,V000128,1729.0,N00013820,S390,"H2MD08126,S6MD03441",20756.0,400415,6098.0,Chris Van Hollen,,20330.0,Chris Van Hollen
Velázquez,Nydia,M.,,,Nydia M. Velázquez,1953-03-28,F,rep,NY,7.0,,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,,,NydiaVelazquez,164369297.0,8037068318,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg,,V000081,1184.0,N00001102,,H2NY00010,26160.0,400416,26975.0,Nydia Velazquez,,29378.0,Nydia Velázquez
Walberg,Tim,,,,Tim Walberg,1951-04-12,M,rep,MI,5.0,,Republican,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2205,202-225-6276,,http://walberg.house.gov/news/rss.aspx,RepWalberg,237862972.0,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,,W000798,1855.0,N00026368,,H4MI07103,1022844.0,412213,8618.0,Tim Walberg,,20725.0,Tim Walberg
Wasserman Schultz,Debbie,,,,Debbie Wasserman Schultz,1966-09-27,F,rep,FL,25.0,,Democrat,https://wassermanschultz.house.gov,270 Cannon House Office Building Washington DC 20515-0925,202-225-7931,,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,1140648348.0,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,,W000797,1777.0,N00026106,,H4FL20023,86882.0,400623,24301.0,Debbie Wasserman Schultz,,20504.0,Debbie Wasserman Schultz
Waters,Maxine,,,,Maxine Waters,1938-08-15,F,rep,CA,43.0,,Democrat,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,,http://waters.house.gov/news/rss.aspx,RepMaxineWaters,36686040.0,MaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,,W000187,1205.0,N00006690,,H4CA23011,1953.0,400422,26759.0,Maxine Waters,,29106.0,Maxine Waters
Webster,Daniel,,,,Daniel Webster,1949-04-27,M,rep,FL,11.0,,Republican,https://webster.house.gov,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,,http://webster.house.gov/news/rss.aspx,RepWebster,281540744.0,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,,W000806,2002.0,N00026335,,"H0FL08208,S4FL00256",30504.0,412410,24302.0,Daniel Webster,,21116.0,Daniel Webster (Florida politician)
Welch,Peter,,,,Peter Welch,1947-05-02,M,sen,VT,,3.0,Democrat,https://www.welch.senate.gov,115 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.welch.senate.gov/email-peter/,,PeterWelch,1410590874.0,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,,W000800,1879.0,N00000515,S422,"H6VT00160,H8VT00034,S2VT00235",1019990.0,412239,51272.0,Peter Welch,,20750.0,Peter Welch
Wilson,Joe,G.,,,Joe Wilson,1947-07-31,M,rep,SC,2.0,,Republican,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,,http://joewilson.house.gov/news/rss.aspx,RepJoeWilson,254082173.0,JoeWilson,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,,W000795,1688.0,N00024809,,H2SC02059,1002567.0,400433,3985.0,Joe Wilson,,20138.0,Joe Wilson (American politician)
Wilson,Frederica,S.,,,Frederica S. Wilson,1942-11-05,F,rep,FL,24.0,,Democrat,https://wilson.house.gov,2080 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,234014087.0,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,,W000808,2004.0,N00030650,,H0FL17068,87016.0,412412,17319.0,Frederica Wilson,,21118.0,Frederica Wilson
Wittman,Robert,J.,,,Robert J. Wittman,1959-02-03,M,rep,VA,1.0,,Republican,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RobWittman,15356407.0,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,,W000804,1886.0,N00029459,,H8VA01147,1028089.0,412255,58133.0,Robert J. Wittman,,20756.0,Rob Wittman
Womack,Steve,,,,Steve Womack,1957-02-18,M,rep,AR,3.0,,Republican,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,Rep_SteveWomack,234469322.0,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,,W000809,1991.0,N00031857,,H0AR03055,1033625.0,412402,71815.0,Steve Womack,,21108.0,Steve Womack
Wyden,Ron,,,,Ron Wyden,1949-05-03,M,sen,OR,,3.0,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,RonWyden,250188760.0,senatorronwyden,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,,W000779,1247.0,N00007724,S247,"S6OR00110,H0OR03026",1962.0,300100,27036.0,Ron Wyden,,14871.0,Ron Wyden
Young,Todd,C.,,,Todd Young,1972-08-24,M,sen,IN,,3.0,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact,,SenToddYoung,234128524.0,SenatorToddYoung,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ,,Y000064,2019.0,N00030670,S391,"H0IN09070,S6IN00191",1033743.0,412428,120345.0,Todd Young,,21133.0,Todd Young
Amodei,Mark,E.,,,Mark E. Amodei,1958-06-12,M,rep,NV,2.0,,Republican,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,,http://amodei.house.gov/common/rss//?rss=49,MarkAmodeiNV2,402719755.0,MarkAmodeiNV2,markamodeinv2,UCjOGx2iqSn1r3BQxaVgYhYw,,A000369,2090.0,N00031177,,"H2NV02395,H1NV02017,S0NV00237",62817.0,412500,12537.0,Mark Amodei,,21196.0,Mark Amodei
Bonamici,Suzanne,,,,Suzanne Bonamici,1954-10-14,F,rep,OR,1.0,,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,,http://bonamici.house.gov/rss.xml,RepBonamici,558769636.0,congresswomanbonamici,RepSuzanneBonamici,UC0IkAeEiwgzSRTD1TDSvuBw,,B001278,2092.0,N00033474,,H2OR01133,63966.0,412501,59641.0,Suzanne Bonamici,,21198.0,Suzanne Bonamici
DelBene,Suzan,K.,,,Suzan K. DelBene,1962-02-17,F,rep,WA,1.0,,Democrat,https://delbene.house.gov,2311 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,995193054.0,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,,D000617,2096.0,N00030693,,H0WA08046,1033929.0,412505,126272.0,Suzan DelBene,,31101.0,Suzan DelBene
Massie,Thomas,,,,Thomas Massie,1971-01-13,M,rep,KY,4.0,,Republican,https://massie.house.gov,2371 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,975200486.0,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,,M001184,2094.0,N00034041,,H2KY04121,79951.0,412503,132068.0,Thomas Massie,,31102.0,Thomas Massie
Schatz,Brian,Emanuel,,,Brian Schatz,1972-10-20,M,sen,HI,,3.0,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact,,SenBrianSchatz,1262099252.0,SenBrianSchatz,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,,S001194,2173.0,N00028138,S353,"S4HI00136,H6HI02244",87784.0,412507,17852.0,Brian E. Schatz,,41112.0,Brian Schatz
Foster,Bill,,,,Bill Foster,1955-10-07,M,rep,IL,11.0,,Democrat,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,1080509366.0,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,,F000454,1888.0,N00029139,,"H8IL14067,H2IL11124",1027346.0,412257,101632.0,Bill Foster,,20749.0,Bill Foster (politician)
Titus,Dina,,,,Dina Titus,1950-05-23,F,rep,NV,1.0,,Democrat,https://titus.house.gov,2370 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,,http://titus.house.gov/rss.xml,RepDinaTitus,122174004.0,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,,T000468,1940.0,N00030191,,H8NV03036,1021622.0,412318,2629.0,Dina Titus,,20927.0,Dina Titus
Cotton,Tom,,,,Tom Cotton,1977-05-13,M,sen,AR,,2.0,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,,SenTomCotton,968650362.0,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,,C001095,2098.0,N00033363,S374,"H2AR04083,S4AR00103",63928.0,412508,135651.0,Tom Cotton,,21301.0,Tom Cotton
LaMalfa,Doug,,,,Doug LaMalfa,1960-07-02,M,rep,CA,1.0,,Republican,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,,http://lamalfa.house.gov/rss.xml,RepLaMalfa,1069124515.0,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,,L000578,2100.0,N00033987,,"H2CA02142,H2CA01144",68493.0,412510,29713.0,Doug LaMalfa,,21302.0,Doug LaMalfa
Huffman,Jared,,,,Jared Huffman,1964-02-18,M,rep,CA,2.0,,Democrat,https://huffman.house.gov,2330 Rayburn House Office Building Washington DC 20515-0502,202-225-5161,,http://huffman.house.gov/rss.xml,RepHuffman,1071102246.0,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,,H001068,2101.0,N00033030,,H2CA06259,622431.0,412511,59849.0,Jared Huffman,,21303.0,Jared Huffman
Bera,Ami,,,,Ami Bera,1965-03-02,M,rep,CA,6.0,,Democrat,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0506,202-225-5716,,http://bera.house.gov/rss.xml,RepBera,950783972.0,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,,B001287,2102.0,N00030717,,H0CA03078,1033636.0,412512,120030.0,Ami Bera,,21304.0,Ami Bera
Swalwell,Eric,,,,Eric Swalwell,1980-11-16,M,rep,CA,14.0,,Democrat,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0514,202-225-5065,,,RepSwalwell,942156122.0,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,,S001193,2104.0,N00033508,,H2CA15094,79729.0,412514,129529.0,Eric Swalwell,,21306.0,Eric Swalwell
Brownley,Julia,,,,Julia Brownley,1952-08-28,F,rep,CA,26.0,,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,,http://juliabrownley.house.gov/rss.xml,RepBrownley,1243902714.0,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,,B001285,2106.0,N00034254,,H2CA00120,67561.0,412516,59904.0,Julia Brownley,,21308.0,Julia Brownley
Ruiz,Raul,,,,Raul Ruiz,1972-08-25,M,rep,CA,25.0,,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0525,202-225-5330,,http://ruiz.house.gov/rss.xml,RepRaulRuizMD,1089859058.0,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,,R000599,2109.0,N00033510,,H2CA36439,67721.0,412519,136407.0,Raul Ruiz,,21311.0,Raul Ruiz (politician)
Takano,Mark,,,,Mark Takano,1960-12-10,M,rep,CA,39.0,,Democrat,https://takano.house.gov,2078 Rayburn House Office Building Washington DC 20515-0539,202-225-2305,,http://takano.house.gov/rss.xml,RepMarkTakano,1037321378.0,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,,T000472,2110.0,N00006701,,H2CA43245,2737.0,412520,22337.0,Mark Takano,,21312.0,Mark Takano
Vargas,Juan,,,,Juan Vargas,1961-03-07,M,rep,CA,52.0,,Democrat,https://vargas.house.gov,2467 Rayburn House Office Building Washington DC 20515-0552,202-225-8045,,http://vargas.house.gov/rss.xml,RepJuanVargas,1260172386.0,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,,V000130,2112.0,N00007021,,H2CA50026,8297.0,412522,29100.0,Juan Vargas,,21314.0,Juan Vargas
Peters,Scott,H.,,,Scott H. Peters,1958-06-17,M,rep,CA,50.0,,Democrat,https://scottpeters.house.gov,2369 Rayburn House Office Building Washington DC 20515-0550,202-225-0508,,http://scottpeters.house.gov/rss.xml,RepScottPeters,1135486501.0,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g,,P000608,2113.0,N00033591,,H2CA52089,79661.0,412523,70351.0,Scott Peters,,21315.0,Scott Peters (politician)
Frankel,Lois,,,,Lois Frankel,1948-05-16,F,rep,FL,22.0,,Democrat,https://frankel.house.gov,2305 Rayburn House Office Building Washington DC 20515-0922,202-225-9890,,http://frankel.house.gov/rss.xml,RepLoisFrankel,1077121945.0,RepLoisFrankel,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,,F000462,2119.0,N00002893,,"H2FL14053,H2FL22080",623714.0,412529,8102.0,Lois Frankel,,21321.0,Lois Frankel
Duckworth,Tammy,,,,Tammy Duckworth,1968-03-12,F,sen,IL,,3.0,Democrat,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854,https://www.duckworth.senate.gov/content/contact-senator,,SenDuckworth,1058520120.0,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,,D000622,2123.0,N00027860,S386,"H6IL06141,S6IL00292",94484.0,412533,57442.0,Tammy Duckworth,,21325.0,Tammy Duckworth
Barr,Garland,,,Andy,Andy Barr,1973-07-24,M,rep,KY,6.0,,Republican,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,,http://barr.house.gov/rss.xml,RepAndyBarr,1089334250.0,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,,B001282,2131.0,N00031233,,H0KY06104,61848.0,412541,117290.0,Andy Barr,,21333.0,Andy Barr (American politician)
Warren,Elizabeth,,,,Elizabeth Warren,1949-06-22,F,sen,MA,,1.0,Democrat,https://www.warren.senate.gov,311 Hart Senate Office Building Washington DC 20510,202-224-4543,https://www.warren.senate.gov/?p=email_senator,http://www.warren.senate.gov/rss/?p=hot_topic,SenWarren,970207298.0,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,,W000817,2182.0,N00033492,S366,S2MA00170,1023023.0,412542,141272.0,Elizabeth Warren,,41301.0,Elizabeth Warren
King,Angus,S.,Jr.,,"Angus S. King, Jr.",1944-03-31,M,sen,ME,,1.0,Independent,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,https://www.king.senate.gov/contact,http://www.king.senate.gov/rss/feeds/?type=all,SenAngusKing,1068481578.0,SenatorAngusSKingJr,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,,K000383,2185.0,N00034580,S363,S2ME00109,37413.0,412545,22381.0,Angus King,,41300.0,Angus King
Wagner,Ann,,,,Ann Wagner,1962-09-13,F,rep,MO,2.0,,Republican,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,,http://wagner.house.gov/rss.xml,RepAnnWagner,1051446626.0,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,,W000812,2137.0,N00033106,,H2MO02102,82702.0,412548,136083.0,Ann Wagner,,21337.0,Ann Wagner
Daines,Steve,,,,Steve Daines,1962-08-20,M,sen,MT,,2.0,Republican,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,https://www.daines.senate.gov/connect/email-steve,,SteveDaines,11651202.0,SteveDainesMT,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,,D000618,2138.0,N00033054,S375,"H2MT01060,S2MT00096",1034037.0,412549,135720.0,Steve Daines,,21338.0,Steve Daines
Hudson,Richard,,,,Richard Hudson,1971-11-04,M,rep,NC,9.0,,Republican,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3309,202-225-3715,,http://hudson.house.gov/rss.xml,RepRichHudson,935033864.0,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,,H001067,2140.0,N00033630,,H2NC08185,79622.0,412550,136448.0,Richard Hudson,,21346.0,Richard Hudson (American politician)
Cramer,Kevin,,,,Kevin Cramer,1961-01-21,M,sen,ND,,1.0,Republican,https://www.cramer.senate.gov,313 Hart Senate Office Building Washington DC 20510,202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin,,SenKevinCramer,1048784496.0,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,,C001096,2144.0,N00004614,S398,"H0ND01026,H6ND00074,S8ND00120",7600.0,412555,444.0,Kevin Cramer,,21350.0,Kevin Cramer
Fischer,Deb,,,,Deb Fischer,1951-03-01,F,sen,NE,,1.0,Republican,https://www.fischer.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-6551,https://www.fischer.senate.gov/public/index.cfm/contact,http://www.fischer.senate.gov/public/index.cfm/rss/feed,SenatorFischer,1071402577.0,senatordebfischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,,F000463,2179.0,N00033443,S357,S2NE00094,1034067.0,412556,41963.0,Deb Fischer,,41302.0,Deb Fischer
Meng,Grace,,,,Grace Meng,1975-10-01,F,rep,NY,6.0,,Democrat,https://meng.house.gov,2468 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,,http://meng.house.gov/rss.xml,RepGraceMeng,1051127714.0,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ,,M001188,2148.0,N00034547,,H2NY06116,68411.0,412560,69157.0,Grace Meng,,21342.0,Grace Meng
Jeffries,Hakeem,S.,,,Hakeem S. Jeffries,1970-08-04,M,rep,NY,8.0,,Democrat,https://jeffries.house.gov,2267 Rayburn House Office Building Washington DC 20515-3208,202-225-5936,,http://jeffries.house.gov/rss.xml,RepJeffries,467823431.0,RepHakeemJeffries,,UCYVmbsjoNbQ4j-PCQIYgpWQ,,J000294,2149.0,N00033640,,H2NY10092,79612.0,412561,55285.0,Hakeem Jeffries,,21343.0,Hakeem Jeffries
Beatty,Joyce,,,,Joyce Beatty,1950-03-12,F,rep,OH,3.0,,Democrat,https://beatty.house.gov,2079 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,,http://beatty.house.gov/rss.xml,RepBeatty,1531521632.0,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA,,B001281,2153.0,N00033904,,H2OH03125,67294.0,412565,2427.0,Joyce Beatty,,21352.0,Joyce Beatty
Joyce,David,P.,,,David P. Joyce,1957-03-17,M,rep,OH,14.0,,Republican,https://joyce.house.gov,2065 Rayburn House Office Building Washington DC 20515-3514,202-225-5731,,http://joyce.house.gov/rss/press-releases.xml,RepDaveJoyce,976969338.0,RepDaveJoyce,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,,J000295,2154.0,N00035007,,H2OH14064,68561.0,412566,143052.0,David Joyce,,21353.0,David Joyce (politician)
Mullin,Markwayne,,,,Markwayne Mullin,1977-07-26,M,sen,OK,,2.0,Republican,https://www.mullin.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-4721,https://www.mullin.senate.gov/contact/,,SenMullin,1060370282.0,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,,M001190,2156.0,N00033410,S419,"H2OK02083,S2OK00186",1034045.0,412568,135898.0,Markwayne Mullin,,21355.0,Markwayne Mullin
